x  Att_CNN2
100  0.8610861897468567
200  1.0166301727294922
300  0.7292585372924805
400  0.39559659361839294
500  0.45780593156814575
600  0.5205693244934082
700  0.437154620885849
800  0.4870522916316986
900  0.3950991630554199
1000  0.41594570875167847
1100  0.16163761913776398
1200  0.16510675847530365
1300  0.09317496418952942
1400  0.31293055415153503
1500  0.2570004463195801
1600  0.12709152698516846
1700  0.3946266174316406
1800  0.23749858140945435
1900  0.16997596621513367
2000  0.0929676741361618
2100  0.4140039086341858
2200  0.16863837838172913
2300  0.09092704951763153
2400  0.334669291973114
2500  0.1973116397857666
2600  0.21244561672210693
2700  0.1693117469549179
2800  0.09243074059486389
2900  0.07137885689735413
3000  0.2342805713415146
3100  0.08847086131572723
3200  0.13212847709655762
3300  0.20964626967906952
3400  0.14629307389259338
3500  0.30746978521347046
3600  0.17869099974632263
3700  0.14971783757209778
3800  0.086783766746521
3900  0.15182068943977356
4000  0.038453783839941025
4100  0.20399287343025208
4200  0.06808879226446152
4300  0.10997216403484344
4400  0.09799553453922272
4500  0.047912124544382095
4600  0.1508547067642212
4700  0.05822179466485977
4800  0.22949352860450745
4900  0.05152032524347305
5000  0.18979512155056
5100  0.05593938007950783
5200  0.19163817167282104
5300  0.07461605966091156
5400  0.0887480303645134
5500  0.15159787237644196
5600  0.14791257679462433
5700  0.06003285571932793
5800  0.13806304335594177
5900  0.14456011354923248
6000  0.20011578500270844
6100  0.06267397105693817
6200  0.09997908025979996
6300  0.053456924855709076
6400  0.06926755607128143
6500  0.08901453763246536
6600  0.17724905908107758
6700  0.15851081907749176
6800  0.3025698661804199
6900  0.048945214599370956
7000  0.10906863212585449
7100  0.012241323478519917
7200  0.038941167294979095
7300  0.05489649996161461
7400  0.013787556439638138
7500  0.19051456451416016
7600  0.05667471885681152
7700  0.10888798534870148
7800  0.04277736693620682
7900  0.09760881960391998
8000  0.021358300000429153
8100  0.07006356865167618
8200  0.032694846391677856
8300  0.10241048783063889
8400  0.08680406212806702
8500  0.09116245806217194
8600  0.008552880957722664
8700  0.047034550458192825
8800  0.08435823023319244
8900  0.10558508336544037
9000  0.023596705868840218
9100  0.08004849404096603
9200  0.04487910866737366
9300  0.07927071303129196
9400  0.2845536768436432
9500  0.1002345010638237
9600  0.03152492642402649
9700  0.059534210711717606
9800  0.001981962937861681
9900  0.009094635024666786
10000  0.04407155513763428
10100  0.037367381155490875
10200  0.010561326518654823
10300  0.06564202159643173
10400  0.02619997039437294
10500  0.07700981199741364
10600  0.06644032895565033
10700  0.1529577523469925
10800  0.015883415937423706
10900  0.06008170172572136
11000  0.011638660915195942
11100  0.17897260189056396
11200  0.030940551310777664
11300  0.0412127748131752
11400  0.02646739035844803
11500  0.04363260045647621
11600  0.1508207768201828
11700  0.029594264924526215
11800  0.1745595484972
11900  0.0760238841176033
12000  0.07003577798604965
12100  0.008236135356128216
12200  0.05771079659461975
12300  0.044813401997089386
12400  0.1606042981147766
12500  0.09875981509685516
12600  0.07016170769929886
12700  0.1494273841381073
12800  0.027711864560842514
12900  0.15267838537693024
13000  0.016429301351308823
13100  0.11484044790267944
13200  0.009847896173596382
13300  0.1608770340681076
13400  0.06997308880090714
13500  0.043961189687252045
13600  0.056625667959451675
13700  0.06833045929670334
13800  0.03495464846491814
13900  0.09503065794706345
14000  0.0035990457981824875
14100  0.058165643364191055
14200  0.05975790321826935
14300  0.08950041979551315
14400  0.08655108511447906
14500  0.0943087711930275
14600  0.12290552258491516
14700  0.07814528793096542
14800  0.06062339246273041
14900  0.02593270130455494
15000  0.2592182457447052
15100  0.002853158861398697
15200  0.07126648724079132
15300  0.030685506761074066
15400  0.083404041826725
15500  0.1655571609735489
15600  0.07024189084768295
15700  0.050175879150629044
15800  0.034820787608623505
15900  0.09719378501176834
16000  0.33048272132873535
16100  0.01348214503377676
16200  0.07007571309804916
16300  0.002822927199304104
16400  0.02909436821937561
16500  0.007308053784072399
16600  0.163962259888649
16700  0.053093791007995605
16800  0.03306472301483154
16900  0.07806897163391113
17000  0.006836445536464453
17100  0.010107629932463169
17200  0.028101904317736626
17300  0.0031339251436293125
17400  0.23561182618141174
17500  0.014296768233180046
17600  0.020172230899333954
17700  0.030398095026612282
17800  0.006739399861544371
17900  0.008733484894037247
18000  0.14141817390918732
18100  0.10621866583824158
18200  0.006834840402007103
18300  0.09685772657394409
18400  0.029241789132356644
18500  0.0728924497961998
18600  0.04161439836025238
18700  0.03566719964146614
18800  0.08543701469898224
18900  0.024561358615756035
19000  0.04892004653811455
19100  0.05227789282798767
19200  0.05164270102977753
19300  0.048490289598703384
19400  0.00893559679389
19500  0.00636777188628912
19600  0.027757225558161736
19700  0.01642451249063015
19800  0.104324571788311
19900  0.049930837005376816
20000  0.0028350623324513435
20100  0.018793096765875816
20200  0.009815980680286884
20300  0.01514354720711708
20400  0.04288078844547272
20500  0.10378048568964005
20600  0.011671125888824463
20700  0.010154051706194878
20800  0.002336404984816909
20900  0.06293242424726486
21000  0.022226911038160324
21100  0.02292419970035553
21200  0.08077667653560638
21300  0.04858170449733734
21400  0.032729316502809525
21500  0.025692561641335487
21600  0.03073117509484291
21700  0.013975736685097218
21800  0.07472410053014755
21900  0.15841127932071686
22000  0.08133339136838913
22100  0.00975746288895607
22200  0.052252285182476044
22300  0.01861042156815529
22400  0.008558918721973896
22500  0.08996850997209549
22600  0.024324588477611542
22700  0.00876455008983612
22800  0.004136379342526197
22900  0.004870269447565079
23000  0.004113566130399704
23100  0.006716074422001839
23200  0.05363918095827103
23300  0.11058468371629715
23400  0.008743243291974068
23500  0.08382755517959595
23600  0.0551828034222126
23700  0.05688689649105072
23800  0.014918431639671326
23900  0.003522513434290886
24000  0.016961613669991493
24100  0.022784126922488213
24200  0.028581954538822174
24300  0.044792577624320984
24400  0.002211194019764662
24500  0.023587778210639954
24600  0.07015004754066467
24700  0.0242844820022583
24800  0.004796428140252829
24900  0.0006833996740169823
25000  0.1335098147392273
25100  0.01545690093189478
25200  0.0019512390717864037
25300  0.003960862755775452
25400  0.013279721140861511
25500  0.08380455523729324
25600  0.007459862623363733
25700  0.1673339605331421
25800  0.0013778090942651033
25900  0.007510204333811998
26000  0.025647561997175217
26100  0.018817149102687836
26200  0.0061293779872357845
26300  0.036169733852148056
26400  0.025988958775997162
26500  0.0043229227885603905
26600  0.014928249642252922
26700  0.09905129671096802
26800  0.00459439167752862
26900  0.002750872168689966
27000  0.015348853543400764
27100  0.002101772464811802
27200  0.0010414142161607742
27300  0.017752068117260933
27400  0.016486331820487976
27500  0.017758814617991447
27600  0.0003042496391572058
27700  0.0001317699352512136
27800  0.10660569369792938
27900  0.013287190347909927
28000  0.016826750710606575
28100  0.005210658069700003
28200  0.0029500199016183615
28300  0.0006112693226896226
28400  0.12639041244983673
28500  0.008400210179388523
28600  0.007525179535150528
28700  0.035507746040821075
28800  0.056097157299518585
28900  0.01472842413932085
29000  0.0032943375408649445
29100  0.012799132615327835
29200  0.03917359188199043
29300  0.007790994830429554
29400  0.00048784574028104544
29500  0.046145763248205185
29600  0.04875609651207924
29700  0.005412338301539421
29800  0.05032842606306076
29900  0.005176357924938202
30000  0.003160691587254405
30100  0.014977553859353065
30200  0.008821101859211922
30300  0.00019834330305457115
30400  0.003431574674323201
30500  0.001561175100505352
30600  0.012531599961221218
30700  0.014132722280919552
30800  0.001864776248112321
30900  0.005723542999476194
31000  0.005587869789451361
31100  0.01012391410768032
31200  0.0035626734606921673
31300  0.0011226183269172907
31400  0.08529150485992432
31500  0.010646915063261986
31600  0.0002491636259946972
31700  0.005626001860946417
31800  0.005342725198715925
31900  0.0004618685634341091
32000  0.046786095947027206
32100  0.0052795750088989735
32200  0.07787174731492996
32300  0.020538989454507828
32400  0.0009973659180104733
32500  0.11616826057434082
32600  0.001260746968910098
32700  0.006848667282611132
32800  0.04999413341283798
32900  0.006541490089148283
33000  0.0638018473982811
33100  0.0011565471068024635
33200  0.0026808427646756172
33300  0.006429833360016346
33400  0.008472438901662827
33500  0.004398854915052652
33600  0.11466793715953827
33700  0.001586240017786622
33800  0.001434971927665174
33900  0.017996348440647125
34000  0.004921155981719494
34100  0.008219941519200802
34200  0.024339569732546806
34300  0.03361090272665024
34400  0.012799013406038284
34500  0.05510152503848076
34600  0.0058380840346217155
34700  0.0013741629663854837
34800  0.05817610025405884
34900  0.0048215147107839584
35000  0.0759081244468689
35100  0.001273513538762927
35200  0.028853103518486023
35300  0.06435024738311768
35400  0.0003919523151125759
35500  0.006265619304031134
35600  0.10906392335891724
35700  0.0013486392563208938
35800  0.0034743996802717447
35900  0.10346846282482147
36000  0.11459636688232422
36100  0.0032707606442272663
36200  0.007552307099103928
36300  0.018591785803437233
36400  0.00030375667847692966
36500  0.0009028170024976134
36600  0.00650124903768301
36700  0.014220023527741432
36800  0.004411623347550631
36900  0.008967611007392406
37000  0.0087595758959651
37100  0.0006778741953894496
37200  0.018165213987231255
37300  0.06666974723339081
37400  0.003750520758330822
37500  0.007760808803141117
37600  0.05636277794837952
37700  0.009288127534091473
37800  0.003571772016584873
37900  0.004898663144558668
38000  0.06415660679340363
38100  0.0009260087390430272
38200  0.06370356678962708
38300  0.01676817797124386
38400  0.002153178444132209
38500  0.004890785086899996
38600  0.004433194175362587
38700  0.007926074787974358
38800  0.00401327246800065
38900  0.0020126784220337868
39000  0.03583984449505806
39100  0.023131363093852997
39200  0.0039404816925525665
39300  0.0007983380928635597
39400  0.005501433275640011
39500  0.020178304985165596
39600  0.05462950840592384
39700  0.005103494506329298
39800  0.000393527967389673
39900  0.037352561950683594
40000  0.00963244866579771
40100  9.166712698061019e-05
40200  0.011666422709822655
40300  0.0055696964263916016
40400  0.05253671854734421
40500  0.0003038406721316278
40600  0.026575250551104546
40700  0.0005526054301299155
40800  0.0035966034047305584
40900  0.004467295482754707
41000  0.005102647468447685
41100  0.004106707405298948
41200  0.0011826632544398308
41300  0.07890545576810837
41400  0.007380804046988487
41500  0.17987926304340363
41600  0.0071971844881772995
41700  0.0016411560354754329
41800  0.04463627561926842
41900  0.008413105271756649
42000  0.0014025354757905006
42100  0.00599569920450449
42200  0.010331040248274803
42300  0.04437723010778427
42400  0.00022865802748128772
42500  0.053141649812459946
42600  0.014194976538419724
42700  0.0023407023400068283
42800  0.0038021353539079428
42900  0.00027616144507192075
43000  0.0013742169830948114
43100  0.00927876215428114
43200  0.003074535634368658
43300  0.0015298511134460568
43400  0.0008107608882710338
43500  0.011168795637786388
43600  8.072212222032249e-05
43700  0.0011407213751226664
43800  0.005414359737187624
43900  0.001699707005172968
44000  0.01869879476726055
44100  0.11643005162477493
44200  0.028881395235657692
44300  0.008741956204175949
44400  0.00019449884712230414
44500  0.0033994002733379602
44600  0.00025503025972284377
44700  0.009307466447353363
44800  0.01244879700243473
44900  0.0038740176241844893
45000  0.016746001318097115
45100  0.00040509668178856373
45200  0.00011837616330012679
45300  0.006615428254008293
45400  0.013880557380616665
45500  0.0003819794219452888
45600  0.0020632403902709484
45700  0.00028785443282686174
45800  0.005065173842012882
45900  0.08190921694040298
46000  0.0009786870796233416
46100  0.001070228754542768
46200  0.00010033638682216406
46300  0.04805144667625427
46400  0.0014991736970841885
46500  0.020477641373872757
46600  0.00945805199444294
46700  0.0007972173625603318
46800  0.00048599543515592813
46900  0.012138910591602325
47000  0.00013990214210934937
47100  0.024987729266285896
47200  0.003606472397223115
47300  0.0005249390378594398
47400  0.012461995705962181
47500  0.0007556913769803941
47600  2.6178930056630634e-05
47700  0.02989359386265278
47800  0.0008047640440054238
47900  5.0306396587984636e-05
48000  0.0006113447598181665
48100  0.004161773715168238
48200  0.0005212076939642429
48300  0.000489383761305362
48400  0.001903044292703271
48500  0.00048142034211196005
48600  0.002535097999498248
48700  0.0001666714233579114
48800  0.040109697729349136
48900  3.7241865356918424e-05
49000  0.1705113649368286
49100  0.00020740543550346047
49200  0.005700215697288513
49300  0.0007342441822402179
49400  0.0005466159782372415
49500  0.0011189499637112021
49600  0.00018475225078873336
49700  0.0004973005852662027
49800  0.0006133520510047674
49900  0.01786404475569725
50000  0.0003950185782741755
